Type,League,Class,Name,March,April,May,June,July,August,S13 August,S13 September,S13 October,End of Season,Post Season 13
Mercenary,SC,,Jeweler's Diadem of Speed,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Que-Hegan's Wisdom,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Demon Pelt,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,GhoulRI Needle,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Bul-Kathos' Sacred Charge,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Tancred's Skull,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Rhyme,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Rune Mask,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Dire Veil,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Ancients' Pledge,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Peasant Crown,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Hellrack,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Gale Casque,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Hexfire,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Bul-Kathos' Tribal Guardian,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Doom Shell,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Mesh Armor,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Wraithra Flange,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Blinkbat's Form,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Biggin's Bonnet,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Steelgoad,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Honor,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,M'avina's Embrace,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Dread Bite,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Ring Mail,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Trident,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Bitter Shroud,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Hone Sundan,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,GhoulRI Horn,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,The Spirit Shroud,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Wraith Flight,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Skullder's Ire,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Breast Plate,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Isenhart's Lightbrand,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Large Shield,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Bardiche,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Iceblink,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Strong Bone Helm of Radiance,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,PlagueRI Shell,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Blood Barb,0,0,0,0,1,0,0,0,0,0,0
Mercenary Runeword,SC,,Treachery,0,0,0,0,250,251,254,248,245,245,242
Mercenary Unique,SC,,Vampire Gaze,0,0,0,0,159,163,162,165,170,170,165
Mercenary Runeword,SC,,Insight,0,0,0,0,230,228,223,217,216,216,216
Mercenary Unique,SC,,Steel Shade,0,0,0,0,282,282,286,288,287,287,290
Mercenary Runeword,SC,,Doom,0,0,0,0,21,23,24,25,26,26,25
Mercenary Set,SC,,Tal Rasha's Horadric Crest,0,0,0,0,253,251,244,237,233,233,234
Mercenary Runeword,SC,,Harmony,0,0,0,0,42,42,45,45,44,44,42
Mercenary Unique,SC,,Shaftstop,0,0,0,0,147,148,149,152,158,158,158
Mercenary Runeword,SC,,Infinity,0,0,0,0,348,348,349,350,354,354,352
Mercenary Unique,SC,,The Gladiator's Bane,0,0,0,0,87,87,88,88,87,87,87
Mercenary Unique,SC,,The Reaper's Toll,0,0,0,0,96,96,96,97,96,96,92
Mercenary Unique,SC,,Andariel's Visage,0,0,0,0,164,165,167,166,171,171,171
Mercenary Runeword,SC,,Fortitude,0,0,0,0,233,238,240,246,249,249,251
Mercenary Unique,SC,,Blackhorn's Face,0,0,0,0,8,8,9,10,9,9,9
Mercenary Unique,SC,,Guardian Angel,0,0,0,0,34,34,35,34,35,35,37
Mercenary Unique,SC,,Kira's Guardian,0,0,0,0,15,15,17,15,14,14,13
Mercenary Runeword,SC,,Lawbringer,0,0,0,0,86,85,82,82,82,82,81
Mercenary Runeword,SC,,Plague,0,0,0,0,32,33,34,31,32,32,33
Mercenary Runeword,SC,,Phoenix,0,0,0,0,8,7,7,7,7,7,8
Mercenary Runeword,SC,,Hustle,0,0,0,0,9,9,9,8,8,8,9
Mercenary Runeword,SC,,Silence,0,0,0,0,44,42,43,45,47,47,48
Mercenary Unique,SC,,Griffon's Eye,0,0,0,0,2,2,2,2,3,3,3
Mercenary Unique,SC,,Skin of the Vipermagi,0,0,0,0,11,11,10,8,9,9,9
Mercenary Unique,SC,,Azurewrath,0,0,0,0,7,7,7,7,7,7,8
Mercenary Runeword,SC,,Spirit,0,0,0,0,32,32,30,31,29,29,28
Mercenary Unique,SC,,Black Hades,0,0,0,0,8,7,7,7,7,7,7
Mercenary Unique,SC,,Leviathan,0,0,0,0,67,67,69,67,63,63,63
Mercenary Set,SC,,Sazabi's Mental Sheath,0,0,0,0,3,3,3,3,3,3,3
Mercenary Unique,SC,,Bonehew,0,0,0,0,12,12,10,11,11,11,11
Mercenary Runeword,SC,,Breath of the Dying,0,0,0,0,7,8,8,9,7,7,7
Mercenary Set,SC,,Naj's Light Plate,0,0,0,0,14,14,13,14,14,14,14
Mercenary Unique,SC,,Stormshield,0,0,0,0,21,20,21,19,18,18,18
Mercenary Unique,SC,,Culwen's Point,0,0,0,0,4(+1),5(+1),5(+1),4(+1),4(+1),4(+1),4(+1)
Mercenary Unique,SC,,Gerke's Sanctuary,0,0,0,0,7,7,7,8,8,8,8
Mercenary Unique,SC,,Duriel's Shell,0,0,0,0,90,86,83,79,79,79,77
Mercenary Runeword,SC,,Faith,0,0,0,0,6,6,7,9,10,10,11
Mercenary Runeword,SC,,Bulwark,0,0,0,0,11,10,10,10,10,10,10
Mercenary Unique,SC,,Crown of Ages,0,0,0,0,19,19,21,22,22,22,22
Mercenary Unique,SC,,Harlequin Crest,0,0,0,0,9,8,8,9,9,9,10
Mercenary Unique,SC,,Tyrael's Might,0,0,0,0,2,2,2,2,2,2,2
Mercenary Unique,SC,,Arkaine's Valor,0,0,0,0,6,6,7,6,7,7,8
Mercenary Runeword,SC,,Pride,0,0,0,0,7,8,9,7,9,9,10
Mercenary Unique,SC,,The Ward,0,0,0,0,4,4,3,2,2,2,2
Mercenary Unique,SC,,Crown of Thieves,0,0,0,0,45,45,47,46,45,45,45
Mercenary Unique,SC,,The Grandfather,0,0,0,0,14,14,14,13,13,13,13
Mercenary Runeword,SC,,Hearth,0,0,0,0,4,4,4,4,4,4,4
Mercenary Unique,SC,,Twitchthroe,0,0,0,0,4,4,4,4,4,4,4
Mercenary Unique,SC,,Buriza-Do Kyanon,0,0,0,0,7(+1),7(+1),7(+1),7(+1),7(+1),7(+1),7(+1)
Mercenary Set,SC,,Guillaume's Face,0,0,0,0,21,21,17,18,17,17,16
Mercenary Runeword,SC,,Last Wish,0,0,0,0,3,3,3,3,4,4,4
Mercenary Unique,SC,,Steel Carapace,0,0,0,0,9,9,9,8,8,8,8
Mercenary Runeword,SC,,Obedience,0,0,0,0,43,42,41,42,39,39,38
Mercenary Runeword,SC,,Dream,0,0,0,0,6,6,7,7,6,6,6
Mercenary Unique,SC,,Skin of the Flayed One,0,0,0,0,9,9,10,10,9,9,9
Mercenary Runeword,SC,,Crescent Moon,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Chains of Honor,0,0,0,0,6,5,5,5,5,5,6
Mercenary Unique,SC,,Tiamat's Rebuke,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Smoke,0,0,0,0,20,20,19,20,21,21,21
Mercenary Unique,SC,,Dimoak's Hew,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Templar's Might,0,0,0,0,1,1,1,1,2,2,1
Mercenary Set,SC,,Natalya's Totem,0,0,0,0,9,9,10,9,9,9,10
Mercenary Unique,SC,,Flamebellow,0,0,0,0,2,2,2,2,2,2,2
Mercenary Unique,SC,,Corpsemourn,0,0,0,0,3,3,3,3,3,3,3
Mercenary Runeword,SC,,Duress,0,0,0,0,6,6,6,7,6,6,6
Mercenary Runeword,SC,,Enigma,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Windforce,0,0,0,0,1,1,1,0,0,0,0
Mercenary Runeword,SC,,Grief,0,0,0,0,1,1,1,1,1,0,0
Mercenary Runeword,SC,,Oath,0,0,0,0,2,2,1,1,1,1,1
Mercenary Unique,SC,,Headstriker,0,0,0,0,4,4,4,4,4(+1),4(+1),4(+1)
Mercenary Unique,SC,,Giant Skull,0,0,0,0,7,7,7,7,8,8,7
Mercenary Set,SC,,Hwanin's Splendor,0,0,0,0,3,3,3,3,3,3,3
Mercenary Runeword,SC,,Unbending Will,0,0,0,0,4,4,4,4,4,4,4
Mercenary Unique,SC,,Duskdeep,0,0,0,0,5,5,5,5,5,5,5
Mercenary Unique,SC,,Arreat's Face,0,0,0,0,11,11,12,12,12,12,12
Mercenary Set,SC,,Sigon's Guard,0,0,0,0,3,3,3,3,3,3,3
Mercenary Unique,SC,,Arioc's Needle,0,0,0,0,2(+1),2(+1),2(+1),2(+1),2(+1),2(+1),2(+1)
Mercenary Set,SC,,Ondal's Almighty,0,0,0,0,1,1,1,1,1,1,1
Mercenary Set,SC,,Tal Rasha's Guardianship,0,0,0,0,5,5,5,7,7,7,6
Mercenary Unique,SC,,Stealskull,0,0,0,0,15,15,17,16,16,16,17
Mercenary Runeword,SC,,Passion,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Rockfleece,0,0,0,0,6,6,6,6,6,6,6
Mercenary Set,SC,,Griswold's Valor,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Stone,0,0,0,0,9,9,9,8,8,8,7
Mercenary Unique,SC,,Tomb Reaver,0,0,0,0,20,20,20,19,20,20,19
Mercenary Unique,SC,,Lidless Wall,0,0,0,0,2,2,2,2,3,3,4
Mercenary Unique,SC,,Veil of Steel,0,0,0,0,6,6,5,5,6,6,5
Mercenary Unique,SC,,Silks of the Victor,0,0,0,0,2,2,2,2,2,2,2
Mercenary Runeword,SC,,Gloom,0,0,0,0,2,2,2,2,2,2,2
Mercenary Runeword,SC,,Destruction,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Toothrow,0,0,0,0,4,4,5,5,5,5,5
Mercenary Unique,SC,,Blade of Ali Baba,0,0,0,0,0(+2),0(+2),0(+2),0(+2),0(+2),0(+2),0(+2)
Mercenary Set,SC,,Sazabi's Ghost Liberator,0,0,0,0,1,1,1,1,1,1,1
Mercenary Set,SC,,Sazabi's Cobalt Redeemer,0,0,0,0,1,1,1,1,1,1,1
Mercenary Set,SC,,M'avina's True Sight,0,0,0,0,2,1,1,1,1,1,1
Mercenary Runeword,SC,,2693,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Blackoak Shield,0,0,0,0,2,2,2,2,3,3,2
Mercenary Runeword,SC,,Bramble,0,0,0,0,3,3,4,4,4,4,3
Mercenary Set,SC,,Arctic Furs,0,0,0,0,1,1,1,1,1,1,1
Mercenary Set,SC,,Arctic Horn,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Prudence,0,0,0,0,1,1,1,1,1,0,0
Mercenary Unique,SC,,Pus Spitter,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Edge,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Bloodletter,0,0,0,0,0(+1),0(+1),0(+1),0(+1),0(+1),0(+1),0(+1)
Mercenary Unique,SC,,Plague Bearer,0,0,0,0,2,2,2,2,2,2,2
Mercenary Unique,SC,,Moser's Blessed Circle,0,0,0,0,2,2,2,2,2,2,2
Mercenary Set,SC,,Isenhart's Horns,0,0,0,0,2,2,2,2,2,2,2
Mercenary Unique,SC,,Razortine,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Lionheart,0,0,0,0,6,6,4,4,4,4,4
Mercenary Unique,SC,,Rattlecage,0,0,0,0,3,3,2,2,2,2,2
Mercenary Unique,SC,,Rockstopper,0,0,0,0,7,8,9,7,7,7,7
Mercenary Set,SC,,Naj's Circlet,0,0,0,0,5,4,4,4,3,3,3
Mercenary Unique,SC,,Swordguard,0,0,0,0,0(+2),0(+2),0(+2),0(+2),0(+2),0(+2),0(+2)
Mercenary Unique,SC,,Darkglow,0,0,0,0,3,4,4,4,4,4,4
Mercenary Set,SC,,Cathan's Visage,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Undead Crown,0,0,0,0,2,2,2,2,2,2,2
Mercenary Unique,SC,,Atma's Wail,0,0,0,0,2,3,2,2,1,1,1
Mercenary Set,SC,,Trang-Oul's Scales,0,0,0,0,2,1,1,1,1,1,1
Mercenary Unique,SC,,Goldskin,0,0,0,0,7,6,6,4,3,3,2
Mercenary Unique,SC,,Iron Pelt,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Steel Pillar,0,0,0,0,1,1,1,0,0,0,0
Mercenary Set,SC,,Immortal King's Soul Cage,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Viperfork,0,0,0,0,3,3,3,4,3,3,3
Mercenary Set,SC,,Griswold's Heart,0,0,0,0,7,7,6,6,5,5,5
Mercenary Runeword,SC,,Lore,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Todesfaelle Flamme,0,0,0,0,4,4,5,4,4,4,5
Mercenary Unique,SC,,Spirit Forge,0,0,0,0,2,2,1,1,1,1,1
Mercenary Unique,SC,,Lightsabre,0,0,0,0,3,3,3,3,3,3,3
Mercenary Unique,SC,,Blackleach Blade,0,0,0,0,1,1,2,2,2,2,2
Mercenary Set,SC,,Dark Adherent,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Darksight Helm,0,0,0,0,2,2,2,2,2,2,2
Mercenary Unique,SC,,The Meat Scraper,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Boneflesh,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Athena's Wrath,0,0,0,0,0(+1),0(+1),0(+1),0(+1),0(+1),0(+1),0(+1)
Mercenary Unique,SC,,Wormskull,0,0,0,0,3,4,4,4,4,4,4
Mercenary Runeword,SC,,Stealth,0,0,0,0,5,5,4,4,4,4,4
Mercenary Unique,SC,,Heavenly Garb,0,0,0,0,2,2,2,2,1,1,1
Mercenary Set,SC,,Isenhart's Case,0,0,0,0,1,1,1,1,1,1,1
Mercenary Set,SC,,Berserker's Headgear,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Nightwing's Veil,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Lance of Yaggai,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Ice,0,0,0,0,1,0,1,1,1,1,1
Mercenary Unique,SC,,Bing Sz Wang,0,0,0,0,3,3,3,3,3,3,3
Mercenary Set,SC,,Infernal Cranium,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Pelta Lunata,0,0,0,0,1,1,1,1,1,1,1
Mercenary Set,SC,,Natalya's Shadow,0,0,0,0,2,2,1,1,1,1,1
Mercenary Unique,SC,,Spike Thorn,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Bloodthief,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Howltusk,0,0,0,0,2,2,2,2,2,2,2
Mercenary Set,SC,,Cleglaw's Tooth,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,The Vile Husk,0,0,0,0,2,2,2,2,2,2,2
Mercenary Unique,SC,,Bloodmoon,0,0,0,0,1,1,1,1,1,1,1
Mercenary Set,SC,,Haemosu's Adamant,0,0,0,0,2,2,2,2,2,2,2
Mercenary Set,SC,,Sigon's Visor,0,0,0,0,1,1,1,1,1,0,0
Mercenary Unique,SC,,Demonhorn's Edge,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Que-Hegan's Wisdom,0,0,0,0,2,2,2,2,2,2,2
Mercenary Set,SC,,Bul-Kathos' Sacred Charge,0,0,0,0,1,1,1,1,1,1,1
Mercenary Set,SC,,Tancred's Skull,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Rhyme,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Ancients' Pledge,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Peasant Crown,0,0,0,0,2,2,2,2,1,1,1
Mercenary Unique,SC,,Hellrack,0,0,0,0,1,1,1,1,0,0,0
Mercenary Unique,SC,,Hexfire,0,0,0,0,1,1,1,1,0,0,0
Mercenary Set,SC,,Bul-Kathos' Tribal Guardian,0,0,0,0,1,1,1,1,0,0,0
Mercenary Unique,SC,,Blinkbat's Form,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Biggin's Bonnet,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Steelgoad,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Honor,0,0,0,0,2,2,2,2,1,1,1
Mercenary Set,SC,,M'avina's Embrace,0,0,0,0,1,1,1,2,2,2,2
Mercenary Unique,SC,,Hone Sundan,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,The Spirit Shroud,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Wraith Flight,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Skullder's Ire,0,0,0,0,1,1,1,2,2,2,2
Mercenary Set,SC,,Isenhart's Lightbrand,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Iceblink,0,0,0,0,1,1,1,1,1,1,1
Mercenary Unique,SC,,Doombringer,0,0,0,0,1,1,1(+1),1,1,1,1
Mercenary Unique,SC,,Tarnhelm,0,0,0,0,1,0,0,0,0,0,0
Mercenary Runeword,SC,,Radiance,0,0,0,0,1,1,1,1,1,1,1
Mercenary Runeword,SC,,Death,0,0,0,0,1,1,1,0,0,0,0
Mercenary Unique,SC,,Husoldal Evo,0,0,0,0,0(+1),0,0,0,0,0,0
Mercenary Unique,SC,,Cloudcrack,0,0,0,0,0,0(+1),0(+1),0(+1),0(+1),0(+1),0(+1)
Mercenary Unique,SC,,Spirit Ward,0,0,0,0,0,1,0,0,0,0,0
Mercenary Runeword,SC,,Wealth,0,0,0,0,0,1,1,1,1,1,1
Unique,SC,,The Gavel of Pain,0,0,0,0,0,0,1,0,0,0,0
Mercenary Set,SC,,Sigon's Shelter,0,0,0,0,0,0,1,0,0,0,0
Mercenary Unique,SC,,The Face of Horror,0,0,0,0,0,0,1,0,0,0,0
Mercenary Unique,SC,,The Dragon Chang,0,0,0,0,0,0,1,0,0,0,0
Mercenary Unique,SC,,Medusa's Gaze,0,0,0,0,0,0,0,1,0,0,1
Mercenary Unique,SC,,Radament's Sphere,0,0,0,0,0,0,0,1,0,0,0
Mercenary Runeword,SC,,Mist,0,0,0,0,0,0,0,1,0,0,0
Mercenary Runeword,SC,,Flickering Flame,0,0,0,0,0,0,0,0,1,0,0
Mercenary Runeword,SC,,Cure,0,0,0,0,0,0,0,0,1,1,1
Mercenary Unique,SC,,Wall of the Eyeless,0,0,0,0,0,0,0,0,1,1,1
Mercenary Runeword,SC,,Dragon,0,0,0,0,0,0,0,0,1,1,1
Skill,HC,Amazon,Jab,131,157,166,167,168,168,167,165,166,166,166
Skill,HC,Amazon,Power Strike,403,518,515,549,569,569,569,569,589,589,598
Skill,HC,Amazon,Poison Javelin,250,275,265,280,289,289,288,286,287,287,268
Skill,HC,Amazon,Fend,33,34,34,34,34,34,34,34,34,34,34
Skill,HC,Amazon,Lightning Bolt,355,436,448,491,491,491,491,506,526,526,534
Skill,HC,Amazon,Charged Strike,102,176,177,177,197,197,197,197,216,216,217
Skill,HC,Amazon,Plague Javelin,243,252,250,259,259,259,259,260,261,261,242
Skill,HC,Amazon,Molten Strike,48,68,68,68,68,68,68,68,68,68,68
Skill,HC,Amazon,Lightning Strike,61,103,84,84,104,104,104,104,105,105,106
Skill,HC,Amazon,Lightning Fury,404,484,487,527,527,527,527,527,547,547,531
Skill,HC,Amazon,Inner Sight,134,156,148,153,162,162,165,162,165,165,164
Skill,HC,Amazon,Lethal Strike,415,462,496,526,533,533,532,506,512,512,511
Skill,HC,Amazon,Phase Run,157,166,172,179,181,181,182,184,187,187,186
Skill,HC,Amazon,Dodge,136,158,170,176,182,182,180,180,182,182,178
Skill,HC,Amazon,Avoid,121,145,152,159,171,171,171,175,176,176,173
Skill,HC,Amazon,Penetrate,304,325,349,355,357,357,357,365,366,366,365
Skill,HC,Amazon,Evade,104,115,114,119,125,125,125,128,129,129,128
Skill,HC,Amazon,Decoy,42,48,49,50,51,51,51,55,56,56,56
Skill,HC,Amazon,Valkyrie,160,207,187,188,189,189,190,198,199,199,199
Skill,HC,Amazon,Pierce,387,403,396,401,403,403,403,405,405,405,385
Skill,HC,Amazon,Cold Arrow,254,302,317,335,378,378,378,365,368,368,369
Skill,HC,Amazon,Magic Arrow,167,174,215,219,216,216,227,204,206,206,207
Skill,HC,Amazon,Multiple Shot,527,512,597,615,637,637,639,660,665,665,665
Skill,HC,Amazon,Fire Arrow,283,276,346,328,351,351,351,360,361,361,361
Skill,HC,Amazon,Ice Arrow,160,217,199,216,259,259,260,242,243,243,243
Skill,HC,Amazon,Guided Arrow,122,144,158,193,194,194,194,228,228,228,228
Skill,HC,Amazon,Exploding Arrow,121,141,162,179,184,184,184,201,202,202,202
Skill,HC,Amazon,Strafe,158,158,157,174,174,174,174,185,185,185,185
Skill,HC,Amazon,Immolation Arrow,404,436,427,463,483,483,483,463,464,464,464
Skill,HC,Amazon,Freezing Arrow,165,214,233,253,255,255,255,254,254,254,254
Skill,HC,Assassin,Dragon Claw,27,33,36,42,54,54,53,53,54,54,54
Skill,HC,Assassin,Tiger Strike,64,66,67,72,72,72,72,72,72,72,72
Skill,HC,Assassin,Dragon Talon,65,69,72,77,78,78,78,78,79,79,79
Skill,HC,Assassin,Fists of Fire,136,166,175,207,208,208,208,209,209,209,209
Skill,HC,Assassin,Cobra Strike,38,38,39,59,59,59,59,59,59,59,59
Skill,HC,Assassin,Claws of Thunder,121,142,184,205,206,206,206,207,207,207,207
Skill,HC,Assassin,Dragon Flight,63,65,68,70,71,71,71,72,72,72,72
Skill,HC,Assassin,Blades of Ice,116,120,142,181,184,184,184,185,185,185,185
Skill,HC,Assassin,Claw Mastery,161,198,246,266,278,279,280,286,289,289,290
Skill,HC,Assassin,Psychic Hammer,325,342,355,357,354,354,354,381,381,381,382
Skill,HC,Assassin,Burst of Speed,164,195,200,219,221,222,223,223,225,225,227
Skill,HC,Assassin,Weapon Block,70,108,96,111,112,112,112,116,117,117,118
Skill,HC,Assassin,Cloak of Shadows,302,317,324,325,323,323,323,354,354,354,355
Skill,HC,Assassin,Fade,233,257,270,270,270,270,271,276,275,275,275
Skill,HC,Assassin,Shadow Warrior,56,59,63,62,61,61,61,66,66,66,67
Skill,HC,Assassin,Mind Blast,267,288,291,291,291,291,291,311,311,311,311
Skill,HC,Assassin,Venom,61,84,87,88,88,88,88,89,89,89,89
Skill,HC,Assassin,Shadow Master,232,259,304,264,264,264,264,279,280,280,281
Skill,HC,Assassin,Fire Blast,755,811,901,921,910,914,932,926,920,920,933
Skill,HC,Assassin,Shock Web,180,195,197,199,203,223,223,229,230,230,230
Skill,HC,Assassin,Blade Throw,192,208,183,195,193,193,193,206,207,207,207
Skill,HC,Assassin,Charged Bolt Sentry,194,220,221,223,224,244,244,255,259,259,259
Skill,HC,Assassin,Wake of Fire,694,776,879,902,876,876,879,904,910,910,927
Skill,HC,Assassin,Blade Fury,203,238,234,255,252,252,252,254,255,255,255
Skill,HC,Assassin,Lightning Sentry,228,230,250,251,251,271,271,316,310,310,316
Skill,HC,Assassin,Wake of Inferno,513,561,654,646,631,631,631,666,666,666,682
Skill,HC,Assassin,Death Sentry,216,237,259,279,279,290,299,319,299,299,300
Skill,HC,Assassin,Blade Shield,430,472,493,507,491,491,492,497,498,498,498
Skill,HC,Barbarian,Howl,108,115,122,125,129,129,131,135,134,134,135
Skill,HC,Barbarian,Find Potion,58,64,68,68,69,69,71,72,70,70,70
Skill,HC,Barbarian,Taunt,299,333,341,341,342,342,363,378,397,397,397
Skill,HC,Barbarian,Shout,463,475,484,485,491,491,494,531,536,536,556
Skill,HC,Barbarian,Find Item,111,118,120,124,126,126,127,129,130,130,130
Skill,HC,Barbarian,Battle Cry,518,556,557,557,578,578,618,639,659,659,659
Skill,HC,Barbarian,Battle Orders,911,993,1050,1051,1074,1074,1076,1133,1149,1149,1151
Skill,HC,Barbarian,Grim Ward,214,264,308,294,299,299,316,317,299,299,299
Skill,HC,Barbarian,War Cry,323,365,365,365,365,365,385,405,425,425,425
Skill,HC,Barbarian,Battle Command,388,416,436,436,438,438,439,462,454,454,455
Skill,HC,Barbarian,Edged Weapon Mastery,361,372,366,405,412,412,411,430,456,456,440
Skill,HC,Barbarian,Pole Weapon Mastery,224,284,324,324,324,324,324,344,324,324,344
Skill,HC,Barbarian,Blunt Weapon Mastery,195,173,235,224,224,224,224,236,224,224,224
Skill,HC,Barbarian,Thrown Weapon Mastery,142,162,159,159,160,160,159,159,159,159,159
Skill,HC,Barbarian,Increased Stamina,110,118,123,103,107,107,110,116,116,116,117
Skill,HC,Barbarian,Counter Attack,35,35,42,36,37,38,40,41,40,40,40
Skill,HC,Barbarian,Iron Skin,102,108,115,112,119,119,121,126,129,129,130
Skill,HC,Barbarian,Increased Speed,102,115,120,119,124,124,125,130,131,131,132
Skill,HC,Barbarian,Puncture,40,40,42,42,42,43,43,45,45,45,45
Skill,HC,Barbarian,Natural Resistance,191,214,212,194,196,196,197,207,209,209,209
Skill,HC,Barbarian,Whirling Axes,345,332,335,337,357,358,377,378,378,378,378
Skill,HC,Barbarian,Double Swing,431,418,427,422,454,455,479,497,490,490,503
Skill,HC,Barbarian,Concentrate,73,77,82,82,84,84,83,105,105,105,106
Skill,HC,Barbarian,Cleave,131,152,164,172,171,171,171,176,176,176,177
Skill,HC,Barbarian,Frenzy,177,159,176,170,172,172,195,237,246,246,246
Skill,HC,Barbarian,Stun,52,56,61,62,64,64,64,69,68,68,69
Skill,HC,Barbarian,Leap Slam,150,195,200,200,202,202,202,212,212,212,213
Skill,HC,Barbarian,Double Throw,0,0,0,0,,0,0,0,0,0,0
Skill,HC,Barbarian,Bash,189,234,221,216,238,238,218,233,233,233,234
Skill,HC,Barbarian,Ethereal Throw,140,160,141,141,161,161,141,141,141,141,141
Skill,HC,Barbarian,Whirlwind,557,584,654,673,690,690,690,710,710,710,710
Skill,HC,Druid,Firestorm,104,105,151,152,146,152,147,130,131,131,130
Skill,HC,Druid,Molten Boulder,207,208,217,218,203,206,204,206,208,208,207
